,Silhouette Score,Davies-Bouldin Index,Calinski-Harabasz Index
K-Means,0.27853762563920376,1.1267786385136263,914.4807378982326
Agglomerative,0.22607917472177969,1.2408476069302599,726.0506965085582
DBSCAN,0.4155210194625161,0.41645188802974614,5.168553997212967
HDBSCAN,-0.2031499640323835,1.5371221134449677,15.586816792513785
CSPA,0.2609154809230246,1.1796610924483644,847.0216020010881
HGPA,0.2609154809230246,1.1796610924483644,847.0216020010881
MCLA,0.22905318335650157,1.2143809713396059,768.5481604298571
