,Silhouette Score,Davies-Bouldin Index,Calinski-Harabasz Index
K-Means,0.3563967399190647,0.9553071641447989,259.71639705832894
Agglomerative,0.336122374500378,1.0500608456849956,212.81227377552355
DBSCAN,0.41076497163665854,1.129259299697704,34.835550051447896
HDBSCAN,0.03295538875142197,1.7084000460531037,36.009469168796585
CSPA,0.24980412677467848,1.533427677918233,113.65959203845026
HGPA,0.24980412677467848,1.533427677918233,113.65959203845026
MCLA,0.34505148259643326,0.9929986130364279,247.34137779521106
